,subfield,description,field,url,content
5539,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,berkeley softwar distribut known bsd unix deriv distribut univers california berkeley start
5540,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,freeli distribut port mani minicomput eventu also gain follow use pc mainli freebsd netbsd openbsd
5541,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,exampl unix unix like oper system unix origin written assembl languag
5542,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,ken thompson wrote b mainli base bcpl base experi multic project
5543,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,b replac c unix rewritten c develop larg complex famili inter relat oper system influenti everi modern oper system see histori
5544,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,unix like famili divers group oper system sever major sub categori includ system v bsd linux
5545,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,name unix trademark open group licens use oper system shown conform definit
5546,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,unix like commonli use refer larg set oper system resembl origin unix
5547,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,unix like system run wide varieti comput architectur
5548,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,use heavili server busi well workstat academ engin environ
5549,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,free unix variant linux bsd popular area
5550,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,four oper system certifi open group holder unix trademark unix
5551,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,hp hp ux ibm aix descend origin system v unix design run respect vendor hardwar
5552,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,contrast sun microsystem solari run multipl type hardwar includ x sparc server pc
